% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	1	1	1	32	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	1	1	3	123	163790	123	163790	0.00128401	0.000572062	0.000664401	0.00278211	1331.63	264.917	54	1502	
0	0.25	1	2	2	1	1	32	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	2	2	3	121	160914	121	160914	0.00125295	0.00060015	0.000643206	0.0029913	1329.87	263.611	54	1502	
0	0.25	1	3	3	1	1	32	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	3	3	3	121	160914	121	160914	0.00121582	0.000545591	0.000659868	0.0028442	1329.87	263.611	54	1502	
0	0.25	1	4	4	1	1	32	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	4	4	3	121	160882	121	160882	0.0012364	0.000541911	0.000670816	0.00286205	1329.6	266.64	54	1502	
0	0.25	1	5	5	1	1	32	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	5	5	3	123	163790	123	163790	0.00123979	0.000535022	0.000687478	0.0027413	1331.63	264.917	54	1502	
0.25	0.5	1	1	1	3	246	340908	244	338000	0.000854932	0.000166099	0.000644401	0.00195012	1385.25	171.616	374	1502	
0.25	0.5	1	2	2	3	273	363622	273	363622	0.000993846	0.000347494	0.000644401	0.00292928	1331.95	302.462	274	1502	
0.25	0.5	1	3	3	3	273	363622	273	363622	0.00101452	0.000357575	0.000642011	0.00289447	1331.95	294.979	274	1502	
0.25	0.5	1	4	4	3	251	329150	246	322924	0.00104557	0.000432448	0.000643206	0.00317949	1312.7	303.928	274	1502	
0.25	0.5	1	5	5	3	249	326274	244	320048	0.00106583	0.000434268	0.000659868	0.00314498	1311.67	307.729	274	1502	
0.5	0.75	1	1	1	3	242	320740	239	317422	0.000899026	0.000279841	0.000644401	0.00314012	1328.13	312.548	254	1502	
0.5	0.75	1	2	2	3	277	361718	277	361718	0.000923956	0.00039735	0.000644401	0.0027328	1305.84	214.037	574	1502	
0.5	0.75	1	3	3	3	275	358842	275	358842	0.000926191	0.000331514	0.000661063	0.00272344	1304.88	217.959	354	1502	
0.5	0.75	1	4	4	3	302	397132	306	401904	0.000892963	0.000241748	0.000643206	0.00254062	1313.41	223.422	74	1502	
0.5	0.75	1	5	5	3	302	397004	306	401776	0.000931054	0.000362637	0.000661063	0.00296919	1312.99	210.538	674	1502	
0.75	1	1	1	1	3	289	377134	294	383360	0.000960903	0.000356039	0.000644401	0.00273705	1303.95	228.567	74	1502	
0.75	1	1	2	2	3	235	325234	235	325234	0.000804726	0.000124755	0.000644401	0.00196012	1383.97	205.386	274	1502	
0.75	1	1	3	3	3	237	326518	237	326518	0.000856665	0.000193406	0.000642011	0.00199678	1377.71	202.954	274	1502	
0.75	1	1	4	4	3	235	323610	236	325064	0.000834742	0.000144169	0.000640816	0.00185201	1377.39	198.538	274	1502	
0.75	1	1	5	5	3	235	323738	236	325192	0.000839225	0.000152623	0.000652011	0.00192106	1377.93	208.58	274	1502	
1	1.25	1	1	1	3	238	329340	238	329340	0.000856107	0.000191085	0.000644401	0.00204797	1383.78	183.673	274	1502	
1	1.25	1	2	2	3	235	323866	235	323866	0.000792257	7.34129e-05	0.000643206	0.00101333	1378.15	200.668	574	1502	
1	1.25	1	3	3	3	226	310396	226	310396	0.000896246	0.000205342	0.000659868	0.00187321	1373.43	190.532	454	1502	
1	1.25	1	4	4	3	227	314874	227	314874	0.000876107	0.000191145	0.000650816	0.00206224	1387.11	179.508	154	1502	
1	1.25	1	5	5	3	235	323546	235	323546	0.000877915	0.000200786	0.000639621	0.00198891	1376.79	207.557	74	1502	
1.25	1.5	1	1	1	3	158	211716	158	211716	0.000916443	0.000220591	0.000644401	0.00202583	1339.97	247.542	54	1502	
1.25	1.5	1	2	2	3	154	209244	154	209244	0.000783177	6.60714e-05	0.000643206	0.00102511	1358.73	254.54	54	1502	
1.25	1.5	1	3	3	3	166	223412	166	223412	0.000885464	0.000196953	0.000653206	0.00197106	1345.86	256.077	54	1502	
1.25	1.5	1	4	4	3	162	217596	162	217596	0.000891766	0.000195268	0.000672011	0.00199106	1343.19	258.664	54	1502	
1.25	1.5	1	5	5	3	154	208828	154	208828	0.000883815	0.000192657	0.000644401	0.00197082	1356.03	228.231	54	1502	
